,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment,Province_encoded
154,Bắc Ninh,"Bắc Ninh, Bắc Ninh",90.0,50m² - 100m²,62220000.0,4.0,4.0,5600000000.0,5 tỷ - 10 tỷ,1
155,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,87190000.0,4.0,4.0,10460000000.0,10 tỷ - 20 tỷ,1
156,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",124.7,100m² - 150m²,64150000.00000001,3.0,2.0,8000000000.0,5 tỷ - 10 tỷ,7
157,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",160.0,150m² - 250m²,68750000.0,3.0,2.0,11000000000.0,10 tỷ - 20 tỷ,7
158,Kiên Giang,"Rạch Giá, Kiên Giang",110.0,100m² - 150m²,26820000.0,5.0,3.0,2950000000.0,1 tỷ - 5 tỷ,3
159,Kiên Giang,"Rạch Giá, Kiên Giang",220.5,150m² - 250m²,8160000.0,2.0,1.0,1800000000.0,1 tỷ - 5 tỷ,3
160,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",56.28,50m² - 100m²,79960000.0,1.0,1.0,4500000000.0,1 tỷ - 5 tỷ,7
161,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",115.0,100m² - 150m²,91300000.0,2.0,2.0,10500000000.0,10 tỷ - 20 tỷ,7
162,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",115.0,100m² - 150m²,91300000.0,2.0,2.0,10500000000.0,10 tỷ - 20 tỷ,7
163,Kiên Giang,"Rạch Giá, Kiên Giang",100.0,50m² - 100m²,35500000.0,3.0,4.0,3550000000.0,1 tỷ - 5 tỷ,3
164,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",142.6,100m² - 150m²,12970000.0,2.0,1.0,1850000000.0,1 tỷ - 5 tỷ,7
165,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",142.6,100m² - 150m²,12970000.0,2.0,1.0,1850000000.0,1 tỷ - 5 tỷ,7
166,Kiên Giang,"Rạch Giá, Kiên Giang",120.0,100m² - 150m²,47500000.0,4.0,4.0,5700000000.0,5 tỷ - 10 tỷ,3
167,Kiên Giang,"Rạch Giá, Kiên Giang",120.0,100m² - 150m²,47500000.0,4.0,4.0,5700000000.0,5 tỷ - 10 tỷ,3
168,Hà Nam,"Kim Bảng, Hà Nam",127.0,100m² - 150m²,89000000.0,4.0,5.0,11300000000.0,10 tỷ - 20 tỷ,2
169,Phú Thọ,"Việt Trì, Phú Thọ",65.0,50m² - 100m²,58460000.0,3.0,2.0,3800000000.0,1 tỷ - 5 tỷ,5
170,Nghệ An,"Vinh, Nghệ An",85.0,50m² - 100m²,60000000.0,4.0,3.0,5100000000.0,5 tỷ - 10 tỷ,4
171,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,32000000.0,3.0,3.0,3200000000.0,1 tỷ - 5 tỷ,0
172,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,32000000.0,3.0,3.0,3200000000.0,1 tỷ - 5 tỷ,0
173,Kiên Giang,"Rạch Giá, Kiên Giang",48.0,30m² - 50m²,30210000.0,3.0,2.0,1450000000.0,1 tỷ - 5 tỷ,3
174,Nghệ An,"Vinh, Nghệ An",162.0,150m² - 250m²,57910000.0,5.0,6.0,9380000000.0,5 tỷ - 10 tỷ,4
175,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,62370000.0,4.0,4.0,7480000000.0,5 tỷ - 10 tỷ,1
176,Kiên Giang,"Phú Quốc, Kiên Giang",90.0,50m² - 100m²,138890000.0,6.0,7.0,12500000000.0,10 tỷ - 20 tỷ,3
177,Kiên Giang,"Phú Quốc, Kiên Giang",110.0,100m² - 150m²,109090000.0,5.0,6.0,12000000000.0,10 tỷ - 20 tỷ,3
178,Kiên Giang,"Phú Quốc, Kiên Giang",110.0,100m² - 150m²,109090000.0,5.0,6.0,12000000000.0,10 tỷ - 20 tỷ,3
179,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,56490000.0,4.0,4.0,7630000000.0,5 tỷ - 10 tỷ,1
180,Thanh Hóa,"Thanh Hóa, Thanh Hóa",150.0,100m² - 150m²,60000000.0,6.0,6.0,9000000000.0,5 tỷ - 10 tỷ,6
181,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,56490000.0,4.0,4.0,7630000000.0,5 tỷ - 10 tỷ,1
182,Thanh Hóa,"Thanh Hóa, Thanh Hóa",150.0,100m² - 150m²,60000000.0,6.0,6.0,9000000000.0,5 tỷ - 10 tỷ,6
183,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,29060000.0,3.0,3.0,4650000000.0,1 tỷ - 5 tỷ,0
184,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,28000000.0,3.0,3.0,5600000000.0,5 tỷ - 10 tỷ,0
185,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,29690000.0,3.0,3.0,4750000000.0,1 tỷ - 5 tỷ,0
186,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,29750000.0,3.0,3.0,5950000000.0,5 tỷ - 10 tỷ,0
187,Kiên Giang,"Rạch Giá, Kiên Giang",225.0,150m² - 250m²,20890000.0,4.0,2.0,4700000000.0,1 tỷ - 5 tỷ,3
188,Kiên Giang,"Rạch Giá, Kiên Giang",78.0,50m² - 100m²,25510000.0,2.0,1.0,1990000000.0,1 tỷ - 5 tỷ,3
189,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",120.0,100m² - 150m²,48330000.0,5.0,6.0,5800000000.0,5 tỷ - 10 tỷ,7
190,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,57260000.0,5.0,3.0,6700000000.0,5 tỷ - 10 tỷ,3
191,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,32500000.0,3.0,3.0,6500000000.0,5 tỷ - 10 tỷ,0
192,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,4.0,4.0,4500000000.0,1 tỷ - 5 tỷ,0
193,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,77220000.0,4.0,5.0,13900000000.0,10 tỷ - 20 tỷ,1
194,Bắc Ninh,"Bắc Ninh, Bắc Ninh",140.0,100m² - 150m²,178570000.0,20.0,23.0,25000000000.0,20 tỷ - 40 tỷ,1
195,Thanh Hóa,"Thanh Hóa, Thanh Hóa",89.0,50m² - 100m²,74720000.0,4.0,4.0,6650000000.0,5 tỷ - 10 tỷ,6
196,Hà Nam,"Phủ Lý, Hà Nam",60.0,50m² - 100m²,93330000.0,4.0,3.0,5600000000.0,5 tỷ - 10 tỷ,2
197,Nghệ An,"Vinh, Nghệ An",198.0,150m² - 250m²,70710000.0,5.0,6.0,14000000000.0,10 tỷ - 20 tỷ,4
198,Nghệ An,"Vinh, Nghệ An",198.0,150m² - 250m²,70200000.0,5.0,4.0,13900000000.0,10 tỷ - 20 tỷ,4
199,Bình Thuận,"Phan Thiết, Bình Thuận",121.0,100m² - 150m²,23970000.0,3.0,3.0,2900000000.0,1 tỷ - 5 tỷ,0
200,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,37500000.0,4.0,3.0,7500000000.0,5 tỷ - 10 tỷ,0
201,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,37500000.0,4.0,3.0,7500000000.0,5 tỷ - 10 tỷ,0
202,Thanh Hóa,"Sầm Sơn, Thanh Hóa",216.0,150m² - 250m²,69440000.0,7.0,7.0,15000000000.0,10 tỷ - 20 tỷ,6
203,Bắc Ninh,"Bắc Ninh, Bắc Ninh",75.0,50m² - 100m²,84000000.0,5.0,4.0,6300000000.0,5 tỷ - 10 tỷ,1
204,Kiên Giang,"Rạch Giá, Kiên Giang",80.0,50m² - 100m²,33119999.999999996,3.0,3.0,2650000000.0,1 tỷ - 5 tỷ,3
205,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,57280000.0,4.0,5.0,10310000000.0,10 tỷ - 20 tỷ,1
206,Thanh Hóa,"Thanh Hóa, Thanh Hóa",180.0,150m² - 250m²,26670000.0,4.0,2.0,4800000000.0,1 tỷ - 5 tỷ,6
207,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,56490000.0,4.0,5.0,7630000000.0,5 tỷ - 10 tỷ,1
208,Phú Thọ,"Thanh Thủy, Phú Thọ",322.4,250m² - 350m²,17060000.0,4.0,3.0,5500000000.0,5 tỷ - 10 tỷ,5
209,Bắc Ninh,"Bắc Ninh, Bắc Ninh",108.0,100m² - 150m²,99070000.0,6.0,6.0,10700000000.0,10 tỷ - 20 tỷ,1
210,Bắc Ninh,"Bắc Ninh, Bắc Ninh",108.0,100m² - 150m²,101850000.0,5.0,5.0,11000000000.0,10 tỷ - 20 tỷ,1
211,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",120.0,100m² - 150m²,44170000.0,7.0,5.0,5300000000.0,5 tỷ - 10 tỷ,7
212,Phú Thọ,"Thanh Thủy, Phú Thọ",352.0,350m² - 500m²,17900000.0,4.0,3.0,6300000000.0,5 tỷ - 10 tỷ,5
213,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,57780000.0,5.0,5.0,10400000000.0,10 tỷ - 20 tỷ,1
214,Kiên Giang,"Rạch Giá, Kiên Giang",100.0,50m² - 100m²,15900000.0,2.0,2.0,1590000000.0,1 tỷ - 5 tỷ,3
215,Hà Nam,"Kim Bảng, Hà Nam",127.0,100m² - 150m²,89000000.0,4.0,5.0,11300000000.0,10 tỷ - 20 tỷ,2
216,Phú Thọ,"Việt Trì, Phú Thọ",65.0,50m² - 100m²,58460000.0,3.0,2.0,3800000000.0,1 tỷ - 5 tỷ,5
217,Nghệ An,"Vinh, Nghệ An",85.0,50m² - 100m²,60000000.0,4.0,3.0,5100000000.0,5 tỷ - 10 tỷ,4
218,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,32000000.0,3.0,3.0,3200000000.0,1 tỷ - 5 tỷ,0
219,Kiên Giang,"Rạch Giá, Kiên Giang",48.0,30m² - 50m²,30210000.0,3.0,2.0,1450000000.0,1 tỷ - 5 tỷ,3
220,Nghệ An,"Vinh, Nghệ An",162.0,150m² - 250m²,57910000.0,5.0,6.0,9380000000.0,5 tỷ - 10 tỷ,4
221,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,62370000.0,4.0,4.0,7480000000.0,5 tỷ - 10 tỷ,1
222,Kiên Giang,"Phú Quốc, Kiên Giang",90.0,50m² - 100m²,138890000.0,6.0,7.0,12500000000.0,10 tỷ - 20 tỷ,3
223,Kiên Giang,"Phú Quốc, Kiên Giang",110.0,100m² - 150m²,109090000.0,5.0,6.0,12000000000.0,10 tỷ - 20 tỷ,3
224,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,56490000.0,4.0,4.0,7630000000.0,5 tỷ - 10 tỷ,1
225,Thanh Hóa,"Thanh Hóa, Thanh Hóa",150.0,100m² - 150m²,60000000.0,6.0,6.0,9000000000.0,5 tỷ - 10 tỷ,6
226,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,29060000.0,3.0,3.0,4650000000.0,1 tỷ - 5 tỷ,0
227,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,28000000.0,3.0,3.0,5600000000.0,5 tỷ - 10 tỷ,0
228,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,29690000.0,3.0,3.0,4750000000.0,1 tỷ - 5 tỷ,0
229,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,29750000.0,3.0,3.0,5950000000.0,5 tỷ - 10 tỷ,0
230,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,29750000.0,3.0,3.0,5950000000.0,5 tỷ - 10 tỷ,0
231,Kiên Giang,"Rạch Giá, Kiên Giang",225.0,150m² - 250m²,20890000.0,4.0,2.0,4700000000.0,1 tỷ - 5 tỷ,3
232,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,32500000.0,3.0,3.0,6500000000.0,5 tỷ - 10 tỷ,0
233,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,4.0,4.0,4500000000.0,1 tỷ - 5 tỷ,0
234,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,77220000.0,4.0,5.0,13900000000.0,10 tỷ - 20 tỷ,1
235,Bắc Ninh,"Bắc Ninh, Bắc Ninh",140.0,100m² - 150m²,178570000.0,20.0,23.0,25000000000.0,20 tỷ - 40 tỷ,1
236,Thanh Hóa,"Thanh Hóa, Thanh Hóa",89.0,50m² - 100m²,74720000.0,4.0,4.0,6650000000.0,5 tỷ - 10 tỷ,6
237,Nghệ An,"Vinh, Nghệ An",198.0,150m² - 250m²,70710000.0,5.0,6.0,14000000000.0,10 tỷ - 20 tỷ,4
238,Nghệ An,"Vinh, Nghệ An",198.0,150m² - 250m²,70200000.0,5.0,4.0,13900000000.0,10 tỷ - 20 tỷ,4
239,Nghệ An,"Vinh, Nghệ An",198.0,150m² - 250m²,70710000.0,5.0,6.0,14000000000.0,10 tỷ - 20 tỷ,4
240,Nghệ An,"Vinh, Nghệ An",198.0,150m² - 250m²,70200000.0,5.0,4.0,13900000000.0,10 tỷ - 20 tỷ,4
241,Bình Thuận,"Phan Thiết, Bình Thuận",121.0,100m² - 150m²,23970000.0,3.0,3.0,2900000000.0,1 tỷ - 5 tỷ,0
242,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,37500000.0,4.0,3.0,7500000000.0,5 tỷ - 10 tỷ,0
243,Bắc Ninh,"Bắc Ninh, Bắc Ninh",75.0,50m² - 100m²,84000000.0,5.0,4.0,6300000000.0,5 tỷ - 10 tỷ,1
244,Bắc Ninh,"Bắc Ninh, Bắc Ninh",75.0,50m² - 100m²,84000000.0,5.0,4.0,6300000000.0,5 tỷ - 10 tỷ,1
245,Kiên Giang,"Rạch Giá, Kiên Giang",80.0,50m² - 100m²,33119999.999999996,3.0,3.0,2650000000.0,1 tỷ - 5 tỷ,3
246,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,57280000.0,4.0,5.0,10310000000.0,10 tỷ - 20 tỷ,1
247,Kiên Giang,"Rạch Giá, Kiên Giang",80.0,50m² - 100m²,33119999.999999996,3.0,3.0,2650000000.0,1 tỷ - 5 tỷ,3
248,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,57280000.0,4.0,5.0,10310000000.0,10 tỷ - 20 tỷ,1
249,Thanh Hóa,"Thanh Hóa, Thanh Hóa",180.0,150m² - 250m²,26670000.0,4.0,2.0,4800000000.0,1 tỷ - 5 tỷ,6
250,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,56490000.0,4.0,5.0,7630000000.0,5 tỷ - 10 tỷ,1
251,Phú Thọ,"Thanh Thủy, Phú Thọ",322.4,250m² - 350m²,17060000.0,4.0,3.0,5500000000.0,5 tỷ - 10 tỷ,5
252,Bắc Ninh,"Bắc Ninh, Bắc Ninh",108.0,100m² - 150m²,99070000.0,6.0,6.0,10700000000.0,10 tỷ - 20 tỷ,1
253,Bắc Ninh,"Bắc Ninh, Bắc Ninh",108.0,100m² - 150m²,99070000.0,6.0,6.0,10700000000.0,10 tỷ - 20 tỷ,1
254,Bắc Ninh,"Bắc Ninh, Bắc Ninh",108.0,100m² - 150m²,101850000.0,5.0,5.0,11000000000.0,10 tỷ - 20 tỷ,1
255,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",120.0,100m² - 150m²,44170000.0,7.0,5.0,5300000000.0,5 tỷ - 10 tỷ,7
256,Phú Thọ,"Thanh Thủy, Phú Thọ",352.0,350m² - 500m²,17900000.0,4.0,3.0,6300000000.0,5 tỷ - 10 tỷ,5
257,Kiên Giang,"Rạch Giá, Kiên Giang",100.0,50m² - 100m²,15900000.0,2.0,2.0,1590000000.0,1 tỷ - 5 tỷ,3
258,Bắc Ninh,"Yên Phong, Bắc Ninh",4200.0,Trên 500m²,15480000.0,108.0,108.0,65000000000.0,60 tỷ - 100 tỷ,1
259,Bắc Ninh,"Bắc Ninh, Bắc Ninh",120.0,100m² - 150m²,48330000.0,4.0,4.0,5800000000.0,5 tỷ - 10 tỷ,1
260,Phú Thọ,"Thanh Thủy, Phú Thọ",265.0,250m² - 350m²,16000000.0,4.0,4.0,4240000000.0,1 tỷ - 5 tỷ,5
261,Phú Thọ,"Thanh Thủy, Phú Thọ",300.0,250m² - 350m²,16000000.0,5.0,4.0,4800000000.0,1 tỷ - 5 tỷ,5
262,Phú Thọ,"Thanh Thủy, Phú Thọ",300.0,250m² - 350m²,16000000.0,5.0,4.0,4800000000.0,1 tỷ - 5 tỷ,5
263,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
264,Bắc Ninh,"Từ Sơn, Bắc Ninh",301.99,250m² - 350m²,100000000.0,5.0,6.0,30200000000.0,20 tỷ - 40 tỷ,1
265,Hà Nam,"Phủ Lý, Hà Nam",60.0,50m² - 100m²,75000000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ,2
266,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",250.0,150m² - 250m²,38080000.0,5.0,6.0,9520000000.0,5 tỷ - 10 tỷ,7
267,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",316.0,250m² - 350m²,46520000.0,5.0,6.0,14700000000.0,10 tỷ - 20 tỷ,7
268,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",250.0,150m² - 250m²,40800000.0,5.0,6.0,10200000000.0,10 tỷ - 20 tỷ,7
269,Bắc Ninh,"Bắc Ninh, Bắc Ninh",82.0,50m² - 100m²,26830000.0,4.0,3.0,2200000000.0,1 tỷ - 5 tỷ,1
270,Bắc Ninh,"Từ Sơn, Bắc Ninh",220.0,150m² - 250m²,86520000.0,5.0,6.0,19030000000.0,10 tỷ - 20 tỷ,1
271,Bắc Ninh,"Từ Sơn, Bắc Ninh",220.0,150m² - 250m²,86520000.0,5.0,6.0,19030000000.0,10 tỷ - 20 tỷ,1
272,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",157.7,150m² - 250m²,55800000.0,5.0,5.0,8800000000.0,5 tỷ - 10 tỷ,7
273,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",116.0,100m² - 150m²,41550000.0,6.0,5.0,4820000000.0,1 tỷ - 5 tỷ,7
274,Hà Nam,"Phủ Lý, Hà Nam",180.0,150m² - 250m²,83330000.0,6.0,5.0,15000000000.0,10 tỷ - 20 tỷ,2
275,Kiên Giang,"Phú Quốc, Kiên Giang",500.0,350m² - 500m²,27800000.0,3.0,3.0,13900000000.0,10 tỷ - 20 tỷ,3
276,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,59830000.0,3.0,4.0,7000000000.0,5 tỷ - 10 tỷ,3
277,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,66670000.0,3.0,4.0,7800000000.0,5 tỷ - 10 tỷ,3
278,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,66670000.0,3.0,4.0,7800000000.0,5 tỷ - 10 tỷ,3
279,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,3.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
280,Phú Thọ,"Thanh Thủy, Phú Thọ",350.0,250m² - 350m²,18000000.0,4.0,4.0,6300000000.0,5 tỷ - 10 tỷ,5
281,Nghệ An,"Vinh, Nghệ An",156.0,150m² - 250m²,38460000.0,4.0,5.0,6000000000.0,5 tỷ - 10 tỷ,4
282,Bình Thuận,"Phan Thiết, Bình Thuận",240.0,150m² - 250m²,32080000.0,3.0,3.0,7700000000.0,5 tỷ - 10 tỷ,0
283,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,3.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
284,Kiên Giang,"Rạch Giá, Kiên Giang",125.0,100m² - 150m²,28720000.0,5.0,4.0,3590000000.0,1 tỷ - 5 tỷ,3
285,Thanh Hóa,"Hoằng Hóa, Thanh Hóa",300.0,250m² - 350m²,73330000.0,39.0,39.0,22000000000.0,20 tỷ - 40 tỷ,6
286,Thanh Hóa,"Hoằng Hóa, Thanh Hóa",96.0,50m² - 100m²,69790000.0,5.0,5.0,6700000000.0,5 tỷ - 10 tỷ,6
287,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",250.0,150m² - 250m²,36400000.0,7.0,5.0,9100000000.0,5 tỷ - 10 tỷ,7
288,Bình Thuận,"Phan Thiết, Bình Thuận",153.0,150m² - 250m²,101310000.0,3.0,3.0,15500000000.0,10 tỷ - 20 tỷ,0
289,Bắc Ninh,"Bắc Ninh, Bắc Ninh",80.0,50m² - 100m²,63750000.0,6.0,6.0,5100000000.0,5 tỷ - 10 tỷ,1
290,Bắc Ninh,"Từ Sơn, Bắc Ninh",350.0,250m² - 350m²,41000000.0,6.0,7.0,14350000000.0,10 tỷ - 20 tỷ,1
291,Bắc Ninh,"Từ Sơn, Bắc Ninh",220.0,150m² - 250m²,95460000.0,6.0,6.0,21000000000.0,20 tỷ - 40 tỷ,1
292,Nghệ An,"Vinh, Nghệ An",162.0,150m² - 250m²,47840000.0,4.0,4.0,7750000000.0,5 tỷ - 10 tỷ,4
293,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,3.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
294,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,3.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
295,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,55970000.0,4.0,4.0,7560000000.0,5 tỷ - 10 tỷ,1
296,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,77220000.0,5.0,5.0,13900000000.0,10 tỷ - 20 tỷ,1
297,Kiên Giang,"Rạch Giá, Kiên Giang",90.0,50m² - 100m²,16110000.0,2.0,1.0,1450000000.0,1 tỷ - 5 tỷ,3
298,Kiên Giang,"Rạch Giá, Kiên Giang",90.0,50m² - 100m²,16110000.0,2.0,1.0,1450000000.0,1 tỷ - 5 tỷ,3
299,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",160.0,150m² - 250m²,37440000.0,3.0,2.0,5990000000.0,5 tỷ - 10 tỷ,7
300,Kiên Giang,"Rạch Giá, Kiên Giang",107.5,100m² - 150m²,17670000.0,2.0,1.0,1900000000.0,1 tỷ - 5 tỷ,3
301,Hà Nam,"Phủ Lý, Hà Nam",80.0,50m² - 100m²,43750000.0,2.0,2.0,3500000000.0,1 tỷ - 5 tỷ,2
302,Kiên Giang,"Phú Quốc, Kiên Giang",132.0,100m² - 150m²,128789999.99999999,8.0,8.0,17000000000.0,10 tỷ - 20 tỷ,3
303,Thanh Hóa,"Sầm Sơn, Thanh Hóa",190.0,150m² - 250m²,73680000.0,3.0,3.0,14000000000.0,10 tỷ - 20 tỷ,6
304,Thanh Hóa,"Sầm Sơn, Thanh Hóa",190.0,150m² - 250m²,73680000.0,3.0,3.0,14000000000.0,10 tỷ - 20 tỷ,6
305,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,55970000.0,4.0,4.0,7560000000.0,5 tỷ - 10 tỷ,1
