,Province,Location,Area,AreaSegment,Price/m2,BedRoom,Toilet,Price,PriceSegment,Province_encoded
306,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,77220000.0,5.0,5.0,13900000000.0,10 tỷ - 20 tỷ,1
307,Kiên Giang,"Rạch Giá, Kiên Giang",90.0,50m² - 100m²,16110000.0,2.0,1.0,1450000000.0,1 tỷ - 5 tỷ,3
308,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",160.0,150m² - 250m²,37440000.0,3.0,2.0,5990000000.0,5 tỷ - 10 tỷ,7
309,Kiên Giang,"Rạch Giá, Kiên Giang",107.5,100m² - 150m²,17670000.0,2.0,1.0,1900000000.0,1 tỷ - 5 tỷ,3
310,Hà Nam,"Phủ Lý, Hà Nam",80.0,50m² - 100m²,43750000.0,2.0,2.0,3500000000.0,1 tỷ - 5 tỷ,2
311,Kiên Giang,"Phú Quốc, Kiên Giang",132.0,100m² - 150m²,128789999.99999999,8.0,8.0,17000000000.0,10 tỷ - 20 tỷ,3
312,Kiên Giang,"Phú Quốc, Kiên Giang",248.0,150m² - 250m²,71770000.0,2.0,3.0,17800000000.0,10 tỷ - 20 tỷ,3
313,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,58970000.0,4.0,5.0,6900000000.0,5 tỷ - 10 tỷ,3
314,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",190.0,150m² - 250m²,18680000.0,3.0,1.0,3550000000.0,1 tỷ - 5 tỷ,7
315,Thanh Hóa,"Thanh Hóa, Thanh Hóa",105.0,100m² - 150m²,17140000.0,3.0,2.0,1800000000.0,1 tỷ - 5 tỷ,6
316,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,58750000.0,4.0,5.0,7050000000.0,5 tỷ - 10 tỷ,1
317,Kiên Giang,"Rạch Giá, Kiên Giang",100.0,50m² - 100m²,23000000.0,2.0,3.0,2300000000.0,1 tỷ - 5 tỷ,3
318,Kiên Giang,"Rạch Giá, Kiên Giang",76.0,50m² - 100m²,36580000.0,4.0,2.0,2780000000.0,1 tỷ - 5 tỷ,3
319,Kiên Giang,"Rạch Giá, Kiên Giang",120.0,100m² - 150m²,47500000.0,4.0,4.0,5700000000.0,5 tỷ - 10 tỷ,3
320,Kiên Giang,"Phú Quốc, Kiên Giang",280.0,250m² - 350m²,37500000.0,3.0,4.0,10500000000.0,10 tỷ - 20 tỷ,3
321,Kiên Giang,"Hà Tiên, Kiên Giang",135.0,100m² - 150m²,20000000.0,2.0,2.0,2700000000.0,1 tỷ - 5 tỷ,3
322,Nghệ An,"Vinh, Nghệ An",108.0,100m² - 150m²,61200000.0,4.0,3.0,6610000000.0,5 tỷ - 10 tỷ,4
323,Kiên Giang,"Rạch Giá, Kiên Giang",78.0,50m² - 100m²,21150000.0,3.0,2.0,1650000000.0,1 tỷ - 5 tỷ,3
324,Bắc Ninh,"Từ Sơn, Bắc Ninh",100.0,50m² - 100m²,58650000.0,5.0,5.0,5870000000.0,5 tỷ - 10 tỷ,1
325,Bắc Ninh,"Yên Phong, Bắc Ninh",186.0,150m² - 250m²,25000000.0,26.0,26.0,4650000000.0,1 tỷ - 5 tỷ,1
326,Thanh Hóa,"Sầm Sơn, Thanh Hóa",108.0,100m² - 150m²,41670000.0,8.0,9.0,4500000000.0,1 tỷ - 5 tỷ,6
327,Bình Thuận,"Phan Thiết, Bình Thuận",240.0,150m² - 250m²,43750000.0,3.0,3.0,10500000000.0,10 tỷ - 20 tỷ,0
328,Bình Thuận,"Phan Thiết, Bình Thuận",240.0,150m² - 250m²,43750000.0,3.0,3.0,10500000000.0,10 tỷ - 20 tỷ,0
329,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,39000000.0,3.0,3.0,3900000000.0,1 tỷ - 5 tỷ,0
330,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,41000000.0,2.0,2.0,4099999999.9999995,1 tỷ - 5 tỷ,0
331,Hà Nam,"Thanh Liêm, Hà Nam",138.0,100m² - 150m²,42030000.0,6.0,7.0,5800000000.0,5 tỷ - 10 tỷ,2
332,Phú Thọ,"Việt Trì, Phú Thọ",100.0,50m² - 100m²,49990000.0,5.0,5.0,5000000000.0,1 tỷ - 5 tỷ,5
333,Phú Thọ,"Việt Trì, Phú Thọ",75.0,50m² - 100m²,22670000.0,5.0,5.0,1700000000.0,1 tỷ - 5 tỷ,5
334,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,63330000.0,4.0,5.0,7600000000.0,5 tỷ - 10 tỷ,1
335,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,57220000.0,4.0,5.0,10300000000.0,10 tỷ - 20 tỷ,1
336,Nghệ An,"Vinh, Nghệ An",126.0,100m² - 150m²,182540000.0,4.0,4.0,23000000000.0,20 tỷ - 40 tỷ,4
337,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",98.9,50m² - 100m²,38220000.0,3.0,2.0,3780000000.0,1 tỷ - 5 tỷ,7
338,Thanh Hóa,"Thanh Hóa, Thanh Hóa",80.0,50m² - 100m²,59850000.0,5.0,6.0,4790000000.0,1 tỷ - 5 tỷ,6
339,Bắc Ninh,"Từ Sơn, Bắc Ninh",90.0,50m² - 100m²,80000000.0,4.0,5.0,7200000000.0,5 tỷ - 10 tỷ,1
340,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,29750000.0,4.0,4.0,5950000000.0,5 tỷ - 10 tỷ,0
341,Kiên Giang,"Rạch Giá, Kiên Giang",90.0,50m² - 100m²,41670000.0,2.0,2.0,3750000000.0,1 tỷ - 5 tỷ,3
342,Thanh Hóa,"Thanh Hóa, Thanh Hóa",90.0,50m² - 100m²,63330000.0,4.0,4.0,5700000000.0,5 tỷ - 10 tỷ,6
343,Thanh Hóa,"Thanh Hóa, Thanh Hóa",60.0,50m² - 100m²,52720000.0,4.0,3.0,3160000000.0,1 tỷ - 5 tỷ,6
344,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",200.0,150m² - 250m²,105000000.0,3.0,3.0,21000000000.0,20 tỷ - 40 tỷ,7
345,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,32500000.0,3.0,3.0,5200000000.0,5 tỷ - 10 tỷ,0
346,Bình Thuận,"Phan Thiết, Bình Thuận",126.0,100m² - 150m²,31750000.0,3.0,3.0,4000000000.0,1 tỷ - 5 tỷ,0
347,Kiên Giang,"Rạch Giá, Kiên Giang",300.0,250m² - 350m²,38330000.0,5.0,5.0,11500000000.0,10 tỷ - 20 tỷ,3
348,Bình Thuận,"Phan Thiết, Bình Thuận",150.0,100m² - 150m²,32670000.0,11.0,11.0,4900000000.0,1 tỷ - 5 tỷ,0
349,Kiên Giang,"Rạch Giá, Kiên Giang",307.0,250m² - 350m²,37460000.0,6.0,6.0,11500000000.0,10 tỷ - 20 tỷ,3
350,Nghệ An,"Vinh, Nghệ An",99.0,50m² - 100m²,72730000.0,4.0,4.0,7200000000.0,5 tỷ - 10 tỷ,4
351,Nghệ An,"Vinh, Nghệ An",99.0,50m² - 100m²,72730000.0,4.0,4.0,7200000000.0,5 tỷ - 10 tỷ,4
352,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,4.0,4.0,4500000000.0,1 tỷ - 5 tỷ,0
353,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,31250000.0,3.0,4.0,12500000000.0,10 tỷ - 20 tỷ,0
354,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,32000000.0,3.0,4.0,12800000000.0,10 tỷ - 20 tỷ,0
355,Hà Nam,"Phủ Lý, Hà Nam",200.0,150m² - 250m²,100000000.0,7.0,7.0,20000000000.0,10 tỷ - 20 tỷ,2
356,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,37500000.0,3.0,4.0,15000000000.0,10 tỷ - 20 tỷ,0
357,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,65000000.0,3.0,4.0,26000000000.0,20 tỷ - 40 tỷ,0
358,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,3.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
359,Kiên Giang,"Rạch Giá, Kiên Giang",350.0,250m² - 350m²,7000000.0,3.0,3.0,2450000000.0,1 tỷ - 5 tỷ,3
360,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",80.0,50m² - 100m²,237500000.0,2.0,2.0,19000000000.0,10 tỷ - 20 tỷ,7
361,Hà Nam,"Kim Bảng, Hà Nam",105.0,100m² - 150m²,71430000.0,5.0,6.0,7500000000.0,5 tỷ - 10 tỷ,2
362,Hà Nam,"Kim Bảng, Hà Nam",127.0,100m² - 150m²,100000000.0,4.0,5.0,12700000000.0,10 tỷ - 20 tỷ,2
363,Hà Nam,"Kim Bảng, Hà Nam",105.0,100m² - 150m²,71430000.0,4.0,5.0,7500000000.0,5 tỷ - 10 tỷ,2
364,Bắc Ninh,"Từ Sơn, Bắc Ninh",170.0,150m² - 250m²,54180000.0,3.0,4.0,9210000000.0,5 tỷ - 10 tỷ,1
365,Bắc Ninh,"Từ Sơn, Bắc Ninh",100.0,50m² - 100m²,69000000.0,4.0,5.0,6900000000.0,5 tỷ - 10 tỷ,1
366,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",240.0,150m² - 250m²,39580000.0,5.0,6.0,9500000000.0,5 tỷ - 10 tỷ,7
367,Bình Thuận,"La Gi, Bình Thuận",159.6,150m² - 250m²,15040000.0,2.0,1.0,2400000000.0,1 tỷ - 5 tỷ,0
368,Kiên Giang,"Phú Quốc, Kiên Giang",460.0,350m² - 500m²,22830000.0,3.0,3.0,10500000000.0,10 tỷ - 20 tỷ,3
369,Kiên Giang,"Phú Quốc, Kiên Giang",560.0,Trên 500m²,25000000.0,4.0,4.0,14000000000.0,10 tỷ - 20 tỷ,3
370,Bắc Ninh,"Từ Sơn, Bắc Ninh",75.0,50m² - 100m²,58670000.0,6.0,6.0,4400000000.0,1 tỷ - 5 tỷ,1
371,Nghệ An,"Vinh, Nghệ An",88.0,50m² - 100m²,84090000.0,4.0,4.0,7400000000.0,5 tỷ - 10 tỷ,4
372,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,2.0,2.0,4500000000.0,1 tỷ - 5 tỷ,0
373,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,57040000.0,4.0,5.0,7700000000.0,5 tỷ - 10 tỷ,1
374,Bình Thuận,"La Gi, Bình Thuận",1020.0,Trên 500m²,69120000.0,3.0,2.0,70500000000.0,60 tỷ - 100 tỷ,0
375,Bắc Ninh,"Từ Sơn, Bắc Ninh",135.0,100m² - 150m²,56520000.0,4.0,4.0,7630000000.0,5 tỷ - 10 tỷ,1
376,Hà Nam,"Phủ Lý, Hà Nam",46.0,30m² - 50m²,40000000.0,3.0,1.0,1840000000.0,1 tỷ - 5 tỷ,2
377,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,29750000.0,3.0,3.0,5950000000.0,5 tỷ - 10 tỷ,0
378,Bình Thuận,"Phan Thiết, Bình Thuận",86.0,50m² - 100m²,10460000.0,2.0,1.0,900000000.0,500 triệu - 1 tỷ,0
379,Bắc Ninh,"Từ Sơn, Bắc Ninh",390.0,350m² - 500m²,33000000.0,6.0,6.0,12870000000.0,10 tỷ - 20 tỷ,1
380,Thanh Hóa,"Thanh Hóa, Thanh Hóa",120.0,100m² - 150m²,83330000.0,4.0,3.0,10000000000.0,5 tỷ - 10 tỷ,6
381,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28440000.0,4.0,4.0,4550000000.0,1 tỷ - 5 tỷ,0
382,Nghệ An,"Vinh, Nghệ An",90.0,50m² - 100m²,86670000.0,5.0,4.0,7800000000.0,5 tỷ - 10 tỷ,4
383,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,61110000.0,3.0,4.0,11000000000.0,10 tỷ - 20 tỷ,1
384,Kiên Giang,"Phú Quốc, Kiên Giang",120.0,100m² - 150m²,44170000.0,2.0,1.0,5300000000.0,5 tỷ - 10 tỷ,3
385,Kiên Giang,"Phú Quốc, Kiên Giang",1000.0,Trên 500m²,8500000.0,2.0,2.0,8500000000.0,5 tỷ - 10 tỷ,3
386,Kiên Giang,"Phú Quốc, Kiên Giang",280.0,250m² - 350m²,48930000.0,3.0,5.0,13700000000.0,10 tỷ - 20 tỷ,3
387,Kiên Giang,"Phú Quốc, Kiên Giang",423.0,350m² - 500m²,56970000.0,2.0,4.0,24100000000.0,20 tỷ - 40 tỷ,3
388,Kiên Giang,"Phú Quốc, Kiên Giang",115.0,100m² - 150m²,94780000.0,14.0,15.0,10900000000.0,10 tỷ - 20 tỷ,3
389,Kiên Giang,"Phú Quốc, Kiên Giang",159.5,150m² - 250m²,132289999.99999999,10.0,11.0,21100000000.0,20 tỷ - 40 tỷ,3
390,Kiên Giang,"Phú Quốc, Kiên Giang",60.0,50m² - 100m²,113000000.0,5.0,6.0,6780000000.0,5 tỷ - 10 tỷ,3
391,Kiên Giang,"Phú Quốc, Kiên Giang",120.25,100m² - 150m²,100620000.0,22.0,24.0,12100000000.0,10 tỷ - 20 tỷ,3
392,Kiên Giang,"Phú Quốc, Kiên Giang",1500.0,Trên 500m²,57330000.0,3.0,5.0,86000000000.0,60 tỷ - 100 tỷ,3
393,Bình Thuận,"Phan Thiết, Bình Thuận",200.0,150m² - 250m²,29000000.0,4.0,3.0,5800000000.0,5 tỷ - 10 tỷ,0
394,Bình Thuận,"Phan Thiết, Bình Thuận",120.0,100m² - 150m²,41670000.0,3.0,3.0,5000000000.0,1 tỷ - 5 tỷ,0
395,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,3.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
396,Thanh Hóa,"Hoằng Hóa, Thanh Hóa",96.0,50m² - 100m²,72920000.0,4.0,3.0,7000000000.0,5 tỷ - 10 tỷ,6
397,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,37500000.0,5.0,5.0,15000000000.0,10 tỷ - 20 tỷ,0
398,Bình Thuận,"Phan Thiết, Bình Thuận",1471.0,Trên 500m²,7140000.0,1.0,1.0,10500000000.0,10 tỷ - 20 tỷ,0
399,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,33750000.0,3.0,4.0,13500000000.0,10 tỷ - 20 tỷ,0
400,Bình Thuận,"Phan Thiết, Bình Thuận",357.0,350m² - 500m²,64430000.00000001,34.0,34.0,23000000000.0,20 tỷ - 40 tỷ,0
401,Hà Nam,"Phủ Lý, Hà Nam",160.0,150m² - 250m²,100000000.0,10.0,10.0,16000000000.0,10 tỷ - 20 tỷ,2
402,Hà Nam,"Phủ Lý, Hà Nam",52.0,50m² - 100m²,90000000.0,8.0,8.0,4680000000.0,1 tỷ - 5 tỷ,2
403,Nghệ An,"Vinh, Nghệ An",101.0,100m² - 150m²,71290000.0,6.0,4.0,7200000000.0,5 tỷ - 10 tỷ,4
404,Kiên Giang,"Phú Quốc, Kiên Giang",441.0,350m² - 500m²,45350000.0,4.0,4.0,20000000000.0,10 tỷ - 20 tỷ,3
405,Bình Thuận,"Phan Thiết, Bình Thuận",120.0,100m² - 150m²,42500000.0,3.0,3.0,5100000000.0,5 tỷ - 10 tỷ,0
406,Bình Thuận,"Phan Thiết, Bình Thuận",120.0,100m² - 150m²,32500000.0,3.0,3.0,3900000000.0,1 tỷ - 5 tỷ,0
407,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
408,Kiên Giang,"Phú Quốc, Kiên Giang",88.0,50m² - 100m²,61360000.0,2.0,2.0,5400000000.0,5 tỷ - 10 tỷ,3
409,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,40000000.0,2.0,2.0,4000000000.0,1 tỷ - 5 tỷ,0
410,Hà Nam,"Phủ Lý, Hà Nam",200.0,150m² - 250m²,100000000.0,4.0,4.0,20000000000.0,10 tỷ - 20 tỷ,2
411,Thanh Hóa,"Thanh Hóa, Thanh Hóa",144.0,100m² - 150m²,62500000.0,6.0,5.0,9000000000.0,5 tỷ - 10 tỷ,6
412,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,58750000.0,4.0,5.0,7050000000.0,5 tỷ - 10 tỷ,1
413,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,65420000.0,4.0,5.0,7850000000.0,5 tỷ - 10 tỷ,1
414,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,77220000.0,4.0,5.0,13900000000.0,10 tỷ - 20 tỷ,1
415,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",105.0,100m² - 150m²,44290000.0,2.0,1.0,4650000000.0,1 tỷ - 5 tỷ,7
416,Thanh Hóa,"Thanh Hóa, Thanh Hóa",79.0,50m² - 100m²,84810000.0,4.0,2.0,6700000000.0,5 tỷ - 10 tỷ,6
417,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,115380000.0,4.0,4.0,13500000000.0,10 tỷ - 20 tỷ,3
418,Bắc Ninh,"Từ Sơn, Bắc Ninh",75.0,50m² - 100m²,69330000.0,6.0,7.0,5200000000.0,5 tỷ - 10 tỷ,1
419,Nghệ An,"Vinh, Nghệ An",127.0,100m² - 150m²,169290000.0,4.0,4.0,21500000000.0,20 tỷ - 40 tỷ,4
420,Nghệ An,"Vinh, Nghệ An",87.5,50m² - 100m²,131430000.0,4.0,4.0,11500000000.0,10 tỷ - 20 tỷ,4
421,Kiên Giang,"Phú Quốc, Kiên Giang",441.0,350m² - 500m²,45350000.0,4.0,4.0,20000000000.0,10 tỷ - 20 tỷ,3
422,Kiên Giang,"Phú Quốc, Kiên Giang",441.0,350m² - 500m²,45350000.0,4.0,4.0,20000000000.0,10 tỷ - 20 tỷ,3
423,Bắc Ninh,"Từ Sơn, Bắc Ninh",75.0,50m² - 100m²,58830000.0,4.0,5.0,4410000000.0,1 tỷ - 5 tỷ,1
424,Bình Thuận,"Phan Thiết, Bình Thuận",120.0,100m² - 150m²,42500000.0,3.0,3.0,5100000000.0,5 tỷ - 10 tỷ,0
425,Bình Thuận,"Phan Thiết, Bình Thuận",120.0,100m² - 150m²,32500000.0,3.0,3.0,3900000000.0,1 tỷ - 5 tỷ,0
426,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28120000.0,4.0,3.0,4500000000.0,1 tỷ - 5 tỷ,0
427,Kiên Giang,"Phú Quốc, Kiên Giang",88.0,50m² - 100m²,61360000.0,2.0,2.0,5400000000.0,5 tỷ - 10 tỷ,3
428,Bình Thuận,"Phan Thiết, Bình Thuận",100.0,50m² - 100m²,40000000.0,2.0,2.0,4000000000.0,1 tỷ - 5 tỷ,0
429,Hà Nam,"Phủ Lý, Hà Nam",200.0,150m² - 250m²,100000000.0,4.0,4.0,20000000000.0,10 tỷ - 20 tỷ,2
430,Thanh Hóa,"Thanh Hóa, Thanh Hóa",144.0,100m² - 150m²,62500000.0,6.0,5.0,9000000000.0,5 tỷ - 10 tỷ,6
431,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,58750000.0,4.0,5.0,7050000000.0,5 tỷ - 10 tỷ,1
432,Bắc Ninh,"Từ Sơn, Bắc Ninh",120.0,100m² - 150m²,65420000.0,4.0,5.0,7850000000.0,5 tỷ - 10 tỷ,1
433,Bắc Ninh,"Từ Sơn, Bắc Ninh",180.0,150m² - 250m²,77220000.0,4.0,5.0,13900000000.0,10 tỷ - 20 tỷ,1
434,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",105.0,100m² - 150m²,44290000.0,2.0,1.0,4650000000.0,1 tỷ - 5 tỷ,7
435,Thanh Hóa,"Thanh Hóa, Thanh Hóa",79.0,50m² - 100m²,84810000.0,4.0,2.0,6700000000.0,5 tỷ - 10 tỷ,6
436,Kiên Giang,"Phú Quốc, Kiên Giang",117.0,100m² - 150m²,115380000.0,4.0,4.0,13500000000.0,10 tỷ - 20 tỷ,3
437,Bắc Ninh,"Từ Sơn, Bắc Ninh",75.0,50m² - 100m²,69330000.0,6.0,7.0,5200000000.0,5 tỷ - 10 tỷ,1
438,Nghệ An,"Vinh, Nghệ An",127.0,100m² - 150m²,169290000.0,4.0,4.0,21500000000.0,20 tỷ - 40 tỷ,4
439,Nghệ An,"Vinh, Nghệ An",87.5,50m² - 100m²,131430000.0,4.0,4.0,11500000000.0,10 tỷ - 20 tỷ,4
440,Bình Thuận,"Phan Thiết, Bình Thuận",400.0,350m² - 500m²,40000000.0,5.0,5.0,16000000000.0,10 tỷ - 20 tỷ,0
441,Bắc Ninh,"Bắc Ninh, Bắc Ninh",189.0,150m² - 250m²,149210000.0,6.0,6.0,28200000000.0,20 tỷ - 40 tỷ,1
442,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28750000.0,4.0,4.0,4600000000.0,1 tỷ - 5 tỷ,0
443,Bắc Ninh,"Bắc Ninh, Bắc Ninh",189.0,150m² - 250m²,149210000.0,6.0,6.0,28200000000.0,20 tỷ - 40 tỷ,1
444,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,28750000.0,4.0,4.0,4600000000.0,1 tỷ - 5 tỷ,0
445,Nghệ An,"Vinh, Nghệ An",158.0,150m² - 250m²,58860000.0,6.0,6.0,9300000000.0,5 tỷ - 10 tỷ,4
446,Bình Thuận,"Phan Thiết, Bình Thuận",187.5,150m² - 250m²,34670000.0,3.0,3.0,6500000000.0,5 tỷ - 10 tỷ,0
447,Bình Thuận,"Phan Thiết, Bình Thuận",160.0,150m² - 250m²,29060000.0,3.0,3.0,4650000000.0,1 tỷ - 5 tỷ,0
448,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",118.37,100m² - 150m²,66739999.99999999,3.0,3.0,7900000000.0,5 tỷ - 10 tỷ,7
449,Thanh Hóa,"Hoằng Hóa, Thanh Hóa",300.0,250m² - 350m²,66670000.0,37.0,30.0,20000000000.0,10 tỷ - 20 tỷ,6
450,Kiên Giang,"Rạch Giá, Kiên Giang",80.0,50m² - 100m²,39750000.0,3.0,2.0,3180000000.0,1 tỷ - 5 tỷ,3
451,Thanh Hóa,"Thanh Hóa, Thanh Hóa",450.0,350m² - 500m²,77780000.0,5.0,5.0,35000000000.0,20 tỷ - 40 tỷ,6
452,Đắk Lắk,"Buôn Ma Thuột, Đắk Lắk",150.0,100m² - 150m²,42330000.0,1.0,2.0,6350000000.0,5 tỷ - 10 tỷ,7
453,Bắc Ninh,"Yên Phong, Bắc Ninh",105.0,100m² - 150m²,62380000.0,4.0,3.0,6550000000.0,5 tỷ - 10 tỷ,1
454,Bắc Ninh,"Thuận Thành, Bắc Ninh",126.0,100m² - 150m²,71430000.0,3.0,4.0,9000000000.0,5 tỷ - 10 tỷ,1
455,Bắc Ninh,"Bắc Ninh, Bắc Ninh",283.0,250m² - 350m²,106010000.0,6.0,8.0,30000000000.0,20 tỷ - 40 tỷ,1
456,Bắc Ninh,"Từ Sơn, Bắc Ninh",90.0,50m² - 100m²,97780000.0,4.0,5.0,8800000000.0,5 tỷ - 10 tỷ,1
457,Bắc Ninh,"Từ Sơn, Bắc Ninh",90.0,50m² - 100m²,97780000.0,4.0,5.0,8800000000.0,5 tỷ - 10 tỷ,1
458,Bắc Ninh,"Bắc Ninh, Bắc Ninh",75.0,50m² - 100m²,84000000.0,4.0,3.0,6300000000.0,5 tỷ - 10 tỷ,1
